name_spec,Z,rAGN_Cont_5100,rAGN_stars_5100,rAGN_Cont_6200,rAGN_stars_6200,agn_slope,stars_Cont_5100,stars_Cont_6200,PLATE,MJD,FIBERID
spec-0991-52707-0061.fits,0.12636454,0.7363421110136283,2.79279377470738,0.6873255771091387,2.1982149059536256,-1.2180383205981538,0.26365788898637166,0.3126744228908612,0991,52707,0061
spec-0392-51793-0297.fits,0.091724776,0.6009623166611077,1.506028983610367,0.5172623545758421,1.0715185763508233,-1.0798322487828258,0.39903768333889245,0.48273764542415787,0392,51793,0297
spec-2285-53700-0330.fits,0.11503493,0.3115464638146784,0.4525308498536272,0.3098576575823032,0.4489764481002779,-0.0041513011156274,0.6884535361853215,0.6901423424176967,2285,53700,0330
spec-1315-52791-0403.fits,0.023108274,0.4529167900985738,0.8278755076036434,0.3681978054848832,0.5827738628978022,-1.7020563729053162,0.5470832099014262,0.6318021945151167,1315,52791,0403
spec-2759-54534-0158.fits,0.04994078,0.273929902981024,0.3772774889169756,0.2395570688842226,0.3150230728461463,-0.0055124324517939,0.7260700970189756,0.7604429311157775,2759,54534,0158
spec-1172-52759-0391.fits,0.070516,0.3965059306726839,0.6570171122222442,0.346711283421598,0.5307167790031604,-1.1303855720464138,0.6034940693273159,0.6532887165784019,1172,52759,0391
spec-0456-51910-0306.fits,0.08221846,0.4362407468654246,0.7738068057240195,0.3491479289571293,0.5364474425005423,-2.997218032915878,0.5637592531345752,0.6508520710428708,0456,51910,0306
spec-2015-53819-0251.fits,0.0010636672,0.3338028651113425,0.5010571910777303,0.3400015359750872,0.5151550412733282,-0.518951532722573,0.6661971348886575,0.6599984640249128,2015,53819,0251
spec-1724-53859-0627.fits,0.04175024,0.3238339676810305,0.4789267017309552,0.3659502584088594,0.5771633271082351,-0.0068053376364963,0.6761660323189694,0.6340497415911406,1724,53859,0627
spec-2117-54115-0468.fits,0.13715185,0.7814331033227647,3.575258262813386,0.6901700291671905,2.227576716713504,-1.2986683723669654,0.2185668966772352,0.3098299708328095,2117,54115,0468
spec-2878-54465-0203.fits,0.09239089,0.2850832452103699,0.3987642523418799,0.2962704548074095,0.4210004494359105,-0.0025508690881814,0.7149167547896299,0.7037295451925906,2878,54465,0203
spec-2794-54537-0182.fits,0.12542889,1.0,1.0,1.0,1.0,-0.8684728539252418,1.0,1.0,2794,54537,0182
spec-1233-52734-0185.fits,0.1248446,0.514935119973309,1.0615798858597525,0.4321835095015208,0.7611323671176089,-1.5827979391407565,0.48506488002669085,0.5678164904984793,1233,52734,0185
spec-2033-53476-0444.fits,0.106720135,0.4463634254605579,0.8062390492027696,0.4583601160645893,0.8462451338226189,-0.7164950391062019,0.5536365745394419,0.5416398839354106,2033,53476,0444
spec-2172-54230-0362.fits,0.08809436,0.4930364568097525,0.9725284262200512,0.4540161041013333,0.8315558526759141,-0.6148215399378072,0.5069635431902476,0.5459838958986667,2172,54230,0362
spec-1757-53083-0290.fits,0.095944665,0.3867220535506267,0.6305820318333444,0.3740057914411879,0.597458868353173,0.0,0.6132779464493732,0.6259942085588119,1757,53083,0290
spec-0725-52258-0091.fits,0.10602841,0.5602399857711888,1.2739675451249437,0.4671176831073266,0.8765869466849052,-0.9703836930932466,0.4397600142288111,0.5328823168926733,0725,52258,0091
spec-1790-53876-0123.fits,0.05607351,0.2046300605673205,0.25727658341385,0.181403612785898,0.2216032413766961,-0.004397997593549,0.7953699394326791,0.8185963872141019,1790,53876,0123
spec-2140-53858-0446.fits,0.07328255,0.2392560364407793,0.3145027077459738,0.247474979148394,0.3288594695075193,-0.3300429232246612,0.7607439635592207,0.7525250208516058,2140,53858,0446
spec-2122-54178-0216.fits,0.061177712,0.1629998727587164,0.1947429486014022,0.1581838233071973,0.1879077970782712,0.0,0.8370001272412837,0.8418161766928028,2122,54178,0216
spec-1790-53876-0154.fits,0.104296036,0.6437912335899999,1.807342475252249,0.5823025007848751,1.3940770578685568,-1.3307621996602523,0.3562087664100002,0.4176974992151249,1790,53876,0154
spec-1305-52757-0179.fits,0.01317231,0.2652667675252828,0.3610382051616413,0.2340068021945745,0.3054946217081368,-0.2279720614872779,0.734733232474717,0.7659931978054256,1305,52757,0179
spec-2108-53473-0358.fits,0.06426459,0.1944411509451114,0.2413742350086986,0.1910708374686552,0.2362021871862625,0.0,0.8055588490548885,0.8089291625313444,2108,53473,0358
spec-1830-54560-0156.fits,0.09305653,0.6600004811373267,1.941180632681726,0.6239857707789579,1.659473823827407,-1.1224531429537885,0.3399995188626733,0.37601422922104216,1830,54560,0156
spec-1804-53886-0253.fits,0.038878135,0.6554358029067117,1.90221679569702,0.5527077331648207,1.235674690008637,-1.7087888956142556,0.3445641970932885,0.44729226683517925,1804,53886,0253
spec-2603-54479-0259.fits,0.067389965,0.3882653951907098,0.6346958176605891,0.4611044862046117,0.8556472904313085,-0.09993259497662,0.6117346048092902,0.5388955137953881,2603,54479,0259
spec-1762-53415-0033.fits,0.13971429,0.4769015586841042,0.9116860633046818,0.4158051588608331,0.7117576698384092,-1.3255065511190995,0.5230984413158959,0.584194841139167,1762,53415,0033
spec-2371-53762-0144.fits,0.11980208,0.514469912925245,1.0596045983985218,0.4715458331508163,0.8923116946211749,-0.4912698569768426,0.4855300870747549,0.5284541668491838,2371,53762,0144
spec-6449-56356-0718.fits,0.03155143,0.23811506580383,0.3125341572150319,0.2109829835410919,0.2673997887751257,-1.372165640933097,0.7618849341961699,0.7890170164589081,6449,56356,0718
spec-1643-53143-0122.fits,0.057430513,0.2844678694425671,0.397561279632479,0.2931842002887176,0.4147957649057596,-0.4972314534536294,0.7155321305574329,0.7068157997112825,1643,53143,0122
spec-0836-52376-0453.fits,0.10110928,0.7350538937079697,2.774352505100695,0.6510142051295013,1.865446143362594,-0.9802168822677926,0.26494610629203047,0.34898579487049874,0836,52376,0453
spec-0972-52435-0433.fits,0.10001621,0.2793741111297912,0.3876825901547773,0.2597970449428937,0.3509808264989303,-0.0035214066358952,0.7206258888702087,0.7402029550571062,0972,52435,0433
spec-0900-52637-0567.fits,0.1142786,0.582863017061082,1.3972940326569696,0.5490354328448126,1.2174691158293969,-0.9450745613719016,0.4171369829389178,0.45096456715518735,0900,52637,0567
spec-2233-53845-0415.fits,0.027858812,0.175857441286962,0.2133823079851342,0.1602579919731892,0.1908419376919781,-0.2450271866725184,0.824142558713038,0.8397420080268109,2233,53845,0415
spec-0965-52438-0459.fits,0.042548038,0.5384444840772781,1.1665866087654548,0.5092309570906757,1.037618334832017,-0.0078193017011876,0.4615555159227219,0.4907690429093242,0965,52438,0459
spec-1319-52791-0129.fits,0.10629454,0.4915175750189172,0.9666363100695232,0.411003018018693,0.6978015687552996,-1.7351870523579913,0.508482424981083,0.588996981981307,1319,52791,0129
spec-0305-51613-0594.fits,0.052384146,0.4475287328035714,0.8100488828579292,0.3639458185120034,0.5721931072924982,-2.0065353458195725,0.5524712671964285,0.6360541814879968,0305,51613,0594
spec-0277-51908-0329.fits,0.12567803,0.3273834052459841,0.4867310854346556,0.3160820437146344,0.4621636861699078,-0.1882582467528169,0.672616594754016,0.6839179562853656,0277,51908,0329
spec-2578-54093-0425.fits,0.07941209,0.6981606948780303,2.313021144134664,0.603466623664413,1.5218558125954518,-1.0696580841030128,0.3018393051219697,0.39653337633558705,2578,54093,0425
spec-2225-53729-0085.fits,0.11115068,0.5383330011217853,1.1660634232679787,0.5260473073145866,1.1099152203018523,-0.9912563254722148,0.46166699887821483,0.4739526926854133,2225,53729,0085
spec-0962-52620-0349.fits,0.10075879,0.4189473704670525,0.7210144988136516,0.400749849440172,0.6687521881567918,-0.3984383343978887,0.5810526295329475,0.5992501505598281,0962,52620,0349
spec-0465-51910-0551.fits,0.13282372,0.5320142582760092,1.1368172378845276,0.5403935933861332,1.175774718562918,0.0,0.4679857417239909,0.45960640661386676,0465,51910,0551
spec-1735-53035-0387.fits,0.08595588,0.4495745781301268,0.8167765518584846,0.4000713175854807,0.6668647946207921,-0.4556020595585485,0.5504254218698732,0.5999286824145191,1735,53035,0387
spec-1338-52765-0485.fits,0.0750982,0.4638083063084772,0.8650046462213781,0.4074914592613278,0.6877393847408747,-0.2820281016819755,0.5361916936915228,0.592508540738672,1338,52765,0485
spec-1766-53468-0461.fits,0.026441667,0.333454178499839,0.5002719509205692,0.3166759096326039,0.4634344289871881,-1.395673672105876,0.666545821500161,0.6833240903673959,1766,53468,0461
spec-0854-52373-0067.fits,0.11790789,0.6414788871335048,1.7892360145952582,0.551391239832102,1.229113848837317,-0.8600128718881247,0.3585211128664953,0.448608760167898,0854,52373,0067
spec-1607-53083-0126.fits,0.10975871,0.4862498229825368,0.9464713487894492,0.4577706308654758,0.8442379865851668,-0.6434921998909372,0.5137501770174633,0.5422293691345241,1607,53083,0126
spec-0276-51909-0627.fits,0.14831373,0.6230895344672419,1.6531499956800428,0.5560729368938658,1.252622295660582,-0.5660851636136455,0.37691046553275803,0.44392706310613417,0276,51909,0627
spec-2507-53876-0546.fits,0.035592556,0.066463119487156,0.0711949585223072,0.0794703015757761,0.0863310566859652,0.0004263444506932,0.9335368805128442,0.9205296984242236,2507,53876,0546
spec-1400-53470-0623.fits,0.029865816,0.5029854232863794,1.0120134234537737,0.460274338955125,0.852793135801738,0.0,0.4970145767136206,0.5397256610448751,1400,53470,0623
spec-0794-52376-0576.fits,0.055072036,0.0457481708840688,0.0479414023512559,0.0496596335837874,0.0522545767166102,-0.1997613375158491,0.9542518291159323,0.9503403664162121,0794,52376,0576
spec-0294-51986-0328.fits,0.086015046,0.1391187859655876,0.1616004434730603,0.1411465367364373,0.1643429790689715,0.0,0.8608812140344125,0.8588534632635623,0294,51986,0328
spec-1436-53054-0495.fits,0.031383514,0.2295392911585158,0.2979247202672624,0.2268320329268842,0.2933800190734409,0.0,0.7704607088414839,0.7731679670731156,1436,53054,0495
spec-0751-52251-0509.fits,0.06786882,0.458113105713128,0.8454035529241006,0.4325045779959533,0.7621287524551505,-0.1983133262430526,0.5418868942868719,0.5674954220040467,0751,52251,0509
spec-0677-52606-0573.fits,0.07621739,0.2832718108211438,0.3952290632599279,0.2952872662373201,0.4190179233184702,-0.0030238583531809,0.7167281891788563,0.7047127337626798,0677,52606,0573
spec-2611-54477-0634.fits,0.048913635,0.1664596453392043,0.1997019633283911,0.1603140218185604,0.1909213991708693,-1.1190477307032245,0.8335403546607955,0.8396859781814391,2611,54477,0634
spec-2228-53818-0122.fits,0.1393769,0.4016009738199399,0.6711257141970965,0.4185932077285618,0.7199661464105077,0.0,0.5983990261800601,0.581406792271438,2228,53818,0122
spec-0929-52581-0413.fits,0.047887,0.3621891726746475,0.5678630044483267,0.33102402798335,0.4948219993394788,0.0,0.6378108273253523,0.66897597201665,0929,52581,0413
spec-0306-51637-0634.fits,0.14020525,0.5131454755225235,1.0540016570109196,0.5793548621116847,1.3773007457547466,-0.4400711594296293,0.48685452447747646,0.4206451378883152,0306,51637,0634
spec-1367-53083-0508.fits,0.05281783,0.1134796474866186,0.1280056878162938,0.1079398231993025,0.1210006073653238,-0.0029920584965789,0.8865203525133812,0.8920601768006973,1367,53083,0508
spec-0882-52370-0089.fits,0.061990578,0.0066849931008737,0.0067299829907358,0.0073199279704956,0.0073739044197092,-0.4403480856377816,0.9933150068991213,0.992680072029503,0882,52370,0089
spec-0778-54525-0248.fits,0.057961415,0.3816950611501124,0.6173249430290909,0.3744996987614437,0.5987202532435156,-0.0051491684699253,0.6183049388498877,0.6255003012385562,0778,54525,0248
spec-2641-54230-0010.fits,0.07572253,0.6033851193226143,1.5213375713288466,0.5205761312107824,1.085836907798301,-1.639121163877207,0.3966148806773857,0.47942386878921756,2641,54230,0010
spec-6378-56330-0666.fits,0.13531812,0.732865171241699,2.743428008426348,0.660800320413619,1.948115992383592,-0.9643220038002585,0.26713482875830097,0.339199679586381,6378,56330,0666
spec-0646-52523-0190.fits,0.06953399,0.364522890995781,0.5736208052670564,0.3223932434151088,0.4757822148054674,-0.5905926261351325,0.6354771090042188,0.6776067565848912,0646,52523,0190
spec-1307-52999-0386.fits,0.04172798,0.2030409539565034,0.2547696208036037,0.1694313985056992,0.2039944662016721,0.0,0.7969590460434967,0.8305686014943007,1307,52999,0386
spec-2370-53764-0544.fits,0.10913168,0.2850463799733519,0.3986921276973568,0.2753610219014579,0.3799975301135569,-0.6105732341915687,0.7149536200266482,0.7246389780985422,2370,53764,0544
spec-0975-52411-0324.fits,0.033676658,0.0631602834456005,0.0674184519822639,0.079513423108246,0.0863819474442988,0.0,0.9368397165543995,0.9204865768917538,0975,52411,0324
spec-1612-53149-0578.fits,0.05784497,0.2363246771442815,0.3094570036132101,0.246938507526559,0.3279128065830136,0.0,0.7636753228557186,0.753061492473441,1612,53149,0578
spec-2002-53471-0534.fits,0.09122871,0.6433101935235118,1.8035564287030352,0.5732347707307162,1.34320870449596,-1.220243034599355,0.3566898064764882,0.4267652292692839,2002,53471,0534
spec-2652-54508-0114.fits,0.13456953,0.0686123115980102,0.0736667581635425,0.0725090041819782,0.0781775828648636,0.0,0.931387688401989,0.927490995818021,2652,54508,0114
spec-1227-52733-0322.fits,0.14178106,0.7350942236823732,2.7749271227705568,0.7045289936938121,2.384426825837961,-0.8475899965600248,0.26490577631762696,0.295471006306188,1227,52733,0322
spec-1877-54464-0602.fits,0.08683638,0.7302955057080732,2.707761721306747,0.6865534693443501,2.1903367949495443,-0.0064121173925432,0.2697044942919267,0.3134465306556498,1877,54464,0602
spec-0308-51662-0492.fits,0.09536646,0.7435905326636459,2.9000120018509894,0.6635328206768124,1.9720580830841383,-0.6617735779280766,0.25640946733635406,0.33646717932318765,0308,51662,0492
spec-1955-53442-0136.fits,0.02291058,0.6548614210986856,1.8973869081321408,0.7628366144593195,3.216502466096186,-0.0357831124955859,0.3451385789013143,0.23716338554068056,1955,53442,0136
spec-1238-52761-0182.fits,0.032643013,0.1362954394902078,0.1578033111342621,0.1350997445618549,0.1562026877809343,-0.0025469055740179,0.8637045605097919,0.8649002554381451,1238,52761,0182
spec-0720-52206-0490.fits,0.07572534,0.5246151655969147,1.1035589014017353,0.4620929599419883,0.85905728226229,-0.6462799653003517,0.4753848344030853,0.5379070400580117,0720,52206,0490
spec-1834-54562-0189.fits,0.09248476,0.4454926087429867,0.8034024717562362,0.5158336773987964,1.065405942791433,0.0,0.5545073912570131,0.4841663226012035,1834,54562,0189
spec-2144-53770-0164.fits,0.05639803,0.2296098301263116,0.2980435616980393,0.2434330569708802,0.3217601022802164,-0.0051553211164021,0.7703901698736882,0.7565669430291196,2144,53770,0164
spec-0951-52398-0129.fits,0.027838474,0.3305479426241881,0.493758946562812,0.2828167275719281,0.3943437311559613,-0.7647762242783214,0.6694520573758119,0.7171832724280719,0951,52398,0129
spec-0628-52083-0310.fits,0.14088106,0.4859672156546039,0.9454012087448224,0.5764187271889033,1.3608220291787236,0.0,0.5140327843453959,0.4235812728110968,0628,52083,0310
spec-1333-52782-0359.fits,0.07263915,0.3652113390821534,0.5753274460732979,0.322194604331493,0.4753497189465694,-0.8130395913932987,0.6347886609178467,0.6778053956685068,1333,52782,0359
spec-2243-53794-0575.fits,0.07461706,0.2452214705728707,0.3248919530858831,0.2706409544160558,0.3710668374577757,-0.2675879842024855,0.7547785294271292,0.729359045583944,2243,53794,0575
spec-1838-53467-0153.fits,0.09561173,0.5408142021105039,1.177767702303049,0.4891152664238328,0.957388691182942,-1.3712464036141572,0.45918579788949593,0.5108847335761673,1838,53467,0153
spec-0387-51791-0160.fits,0.13954291,0.7229072695958066,2.6089001632821853,0.630473874890032,1.7061686090595305,-0.7275779616115654,0.27709273040419335,0.36952612510996796,0387,51791,0160
spec-1198-52669-0403.fits,0.08755858,0.6613487772939848,1.9528905639537728,0.5666845810219897,1.3077877135287157,-1.0269680013810374,0.3386512227060152,0.4333154189780104,1198,52669,0403
spec-1293-52765-0550.fits,0.14671972,0.4204474595849993,0.7254690994606444,0.4335691711455425,0.7654406311577131,0.0,0.5795525404150007,0.5664308288544575,1293,52765,0550
spec-1576-53496-0100.fits,0.13760136,0.2954823547244416,0.4194108645907221,0.2924878714657218,0.4134033321402647,0.0,0.7045176452755585,0.707512128534278,1576,53496,0100
spec-0914-52721-0610.fits,0.14723246,0.7773191633611062,3.490732184654178,0.7263652957886126,2.65450721202192,-0.7777981155951617,0.22268083663889388,0.27363470421138736,0914,52721,0610
spec-1601-53115-0310.fits,0.04752789,0.3182441671242736,0.4668007984352438,0.3406639681402666,0.5166773112329149,-0.667275407094927,0.6817558328757262,0.6593360318597334,1601,53115,0310
spec-0838-52378-0542.fits,0.10177561,0.734850992307803,2.7714642370484306,0.6521158918702493,1.874520498726056,-0.984292160095094,0.26514900769219696,0.3478841081297506,0838,52378,0542
spec-0587-52026-0495.fits,0.038810533,0.0460888675636359,0.0483156826631442,0.044083694776107,0.0461166888096776,-2.297836441561816,0.9539111324363644,0.9559163052238916,0587,52026,0495
spec-0796-52401-0546.fits,0.03113564,0.3003460472262782,0.4292779966947667,0.3263020857797838,0.4843448063179297,0.0,0.6996539527737219,0.6736979142202162,0796,52401,0546
spec-2017-53474-0352.fits,0.09608901,0.2325975442954118,0.3030972113346354,0.2338191751540077,0.3051749242106223,-0.588816195354246,0.7674024557045883,0.766180824845992,2017,53474,0352
spec-1350-52786-0560.fits,0.14449523,0.8250645578658637,4.716394504169282,0.74231533486074,2.8807121077987765,-1.2631431575024716,0.17493544213413628,0.25768466513926014,1350,52786,0560
spec-1235-52734-0275.fits,0.10874115,0.6647565461358295,1.982906865066384,0.5498995254693714,1.2217261624592035,-1.3088319863865236,0.3352434538641706,0.4501004745306286,1235,52734,0275
spec-1375-53084-0424.fits,0.06003489,0.4089614701493527,0.6919370726180836,0.3948968871225299,0.6526109000574488,-0.084273310925547,0.5910385298506473,0.6051031128774702,1375,53084,0424
spec-2511-53882-0630.fits,0.14195678,0.1954515744624478,0.2429332632549228,0.166434750370917,0.199666133449033,-0.9656342156147172,0.8045484255375521,0.8335652496290831,2511,53882,0630
spec-2751-54243-0054.fits,0.028676124,0.3758433198717008,0.6021618158351585,0.357023885422208,0.5552677266349878,0.0,0.6241566801282992,0.6429761145777919,2751,54243,0054
spec-1362-53050-0596.fits,0.05251595,0.2812332901441461,0.3912720028457446,0.2623952918714546,0.3557397193643265,-0.0065526875815445,0.7187667098558538,0.7376047081285451,1362,53050,0596
spec-2369-53733-0355.fits,0.027248185,0.3230318426752484,0.4771743532986963,0.3231702085679697,0.4774763354967119,0.0,0.6769681573247516,0.6768297914320304,2369,53733,0355
spec-1273-52993-0158.fits,0.12890013,0.4473865896706386,0.8095833023740651,0.4727912736659861,0.8967819576006952,-0.1300798244099366,0.5526134103293613,0.5272087263340138,1273,52993,0158
spec-0989-52468-0470.fits,0.119907275,0.6119072608152761,1.576703707729047,0.5547735538520784,1.246048069812459,-0.2471002768420578,0.38809273918472387,0.44522644614792156,0989,52468,0470
spec-2354-53799-0123.fits,0.060260486,0.3230537419681866,0.477222140066848,0.2574302386246582,0.3466748203533926,-1.7563514571867185,0.6769462580318132,0.7425697613753417,2354,53799,0123
spec-0419-51879-0529.fits,0.11456809,0.3024502049360336,0.4335894112165834,0.3338973932659638,0.5012702095598968,-0.0044611941784866,0.6975497950639663,0.6661026067340361,0419,51879,0529
spec-0393-51794-0090.fits,0.13760087,0.6768561546634184,2.094597079385545,0.5831593120080797,1.398998055629788,-1.6993541074699494,0.32314384533658175,0.4168406879919203,0393,51794,0090
spec-0282-51658-0080.fits,0.13485885,0.6078360792713416,1.5499541062878877,0.5401252921998809,1.1745053229468805,-1.397097450932674,0.39216392072865836,0.4598747078001189,0282,51658,0080
spec-1822-53172-0583.fits,0.13781053,0.7176506609482484,2.541711850144301,0.6000165739401764,1.500103591418397,-1.725910829048429,0.2823493390517517,0.3999834260598237,1822,53172,0583
spec-0269-51910-0276.fits,0.12274256,0.7514709376642639,3.023674296284541,0.7979202216013468,3.9485406601508064,0.0,0.24852906233573616,0.2020797783986532,0269,51910,0276
spec-0578-52339-0200.fits,0.052519314,0.7165506121319017,2.5279666945879766,0.6999380195865478,2.332644804323796,-0.0847121178781518,0.28344938786809826,0.3000619804134521,0578,52339,0200
spec-1014-52707-0302.fits,0.020686256,0.4088850848574711,0.6917184364378307,0.3634701069870629,0.5710181265276028,-0.1297602186941304,0.5911149151425289,0.6365298930129373,1014,52707,0302
spec-0345-51690-0601.fits,0.09730883,0.6129321088653883,1.5835261020197289,0.5103495481952925,1.0422732100303276,-0.8784081314592871,0.3870678911346116,0.48965045180470734,0345,51690,0601
spec-1936-53330-0449.fits,0.09376366,0.2090965709129048,0.2643768672924527,0.2230172765166331,0.2870299039813945,0.0,0.7909034290870954,0.7769827234833666,1936,53330,0449
spec-2521-54538-0486.fits,0.07429353,0.2425760468861691,0.3202645571069141,0.2778258585963341,0.3847075693631638,-0.2196388741679881,0.7574239531138308,0.722174141403666,2521,54538,0486
spec-0851-52376-0365.fits,0.055193946,0.3571583551617431,0.5555930578386943,0.3337185148435339,0.5008671594186128,-0.114862140823446,0.642841644838257,0.6662814851564662,0851,52376,0365
spec-1300-52973-0127.fits,0.083344966,0.166964132058463,0.2004285031220057,0.1704111592765195,0.2054164073951437,-0.2006467625684246,0.8330358679415366,0.8295888407234808,1300,52973,0127
spec-1768-53442-0620.fits,0.07113771,0.3556776418392333,0.5520181588211893,0.340169492024956,0.5155407152495924,-0.6993120684666414,0.6443223581607666,0.6598305079750438,1768,53442,0620
spec-1571-53174-0594.fits,0.034011886,0.2535383833371969,0.3396536106848841,0.2293983345096085,0.2976873069222154,-0.0067471528501989,0.7464616166628031,0.7706016654903913,1571,53174,0594
spec-0305-51613-0434.fits,0.05524007,0.1472780846076068,0.172715256813629,0.1623812637937835,0.1938605916687688,-0.0041198909367712,0.8527219153923931,0.8376187362062165,0305,51613,0434
spec-0300-51943-0309.fits,0.07327056,0.6195843442489969,1.6287035900923568,0.5448835475752326,1.197239837567296,-1.2000962494423186,0.3804156557510031,0.4551164524247675,0300,51943,0309
spec-0618-52049-0604.fits,0.06468927,0.1955644809082046,0.2431077149962202,0.1685379427831166,0.2027007021189354,-0.2504734988163371,0.8044355190917952,0.8314620572168828,0618,52049,0604
spec-0718-52206-0109.fits,0.07994686,0.3581662233462714,0.5580357973891784,0.2822094203533505,0.3931640068225405,-1.3098920718907867,0.6418337766537289,0.7177905796466493,0718,52206,0109
spec-2349-53734-0286.fits,0.03927471,0.0049569482924336,0.0049816420344096,0.005159685287144,0.0051864457147911,0.0,0.9950430517075628,0.9948403147128712,2349,53734,0286
spec-1441-53083-0619.fits,0.032978773,0.3887511560946757,0.6359949142985847,0.3459081018109712,0.5288371599903319,-0.2836439319915545,0.6112488439053243,0.6540918981890287,1441,53083,0619
spec-0533-51994-0050.fits,0.13829443,0.3139984403418329,0.4577226333104804,0.3061385420340743,0.4412098964705836,-0.2162818461246263,0.6860015596581671,0.6938614579659258,0533,51994,0050
spec-0899-52620-0367.fits,0.10577729,0.6026999013939286,1.5169890556496286,0.4997371669656371,0.9989492202218232,-1.291183249817745,0.3973000986060714,0.500262833034363,0899,52620,0367
spec-0518-52282-0218.fits,0.070957154,0.5741229399493798,1.3480954806092138,0.5005650552853009,1.0022627783309142,-0.5297340529778156,0.42587706005062015,0.4994349447146992,0518,52282,0218
spec-1432-53003-0059.fits,0.035974573,0.1659183333353655,0.1989233668195197,0.1747164420155313,0.2117047411464598,-0.139736621576878,0.8340816666646348,0.8252835579844687,1432,53003,0059
spec-1728-53228-0253.fits,0.04663858,0.3894222795064574,0.6377931366242439,0.4028595917689204,0.6746480161379784,-0.0080033656963545,0.6105777204935426,0.5971404082310796,1728,53228,0253
spec-0303-51615-0146.fits,0.1345134,0.8023547738512341,4.059570724199067,0.7448804228221383,2.919730547776936,-0.8283942728805473,0.19764522614876595,0.25511957717786166,0303,51615,0146
spec-1234-52724-0368.fits,0.12517811,0.6761484860389407,2.0878348776848474,0.6282033023144074,1.6896419635379418,-0.6528733130827474,0.3238515139610592,0.37179669768559265,1234,52724,0368
spec-1938-53379-0198.fits,0.1449299,0.6617027937833805,1.9559806632268697,0.6020493916714045,1.5128746610038617,-0.963179731855572,0.33829720621661946,0.3979506083285955,1938,53379,0198
spec-1318-52781-0161.fits,0.07183636,0.7280475967981993,2.677114039907769,0.6607279008681357,1.947486700376537,-1.0876951553348515,0.27195240320180075,0.33927209913186424,1318,52781,0161
spec-0593-52026-0547.fits,0.039516542,0.7490839898847343,2.9853973428822687,0.6833337109679924,2.157898502732394,-0.8663095465754354,0.2509160101152656,0.3166662890320075,0593,52026,0547
spec-2245-54208-0398.fits,0.024801215,0.3423131908947052,0.5204805481204372,0.326432267167378,0.4846316877362869,-0.0071211377141606,0.6576868091052948,0.6735677328326221,2245,54208,0398
spec-0995-52731-0125.fits,0.07857986,0.7249965586129894,2.636318130989155,0.650586016057798,1.8619346848047555,-1.5315441959211695,0.2750034413870106,0.3494139839422021,0995,52731,0125
spec-0388-51793-0515.fits,0.11379708,0.5427160189075864,1.186824908257408,0.579712402923723,1.3793231276784794,-0.0027879273919933,0.4572839810924138,0.420287597076277,0388,51793,0515
